label,label_name,setting,n,method,rejection_rate,binomial_se,ci_lower,ci_upper,mean_stat,mean_cutoff,median_cond_sigma_hat,median_cond_sigma_reg,median_lambda,n_tests_per_cell_actual,B_boot_actual,alpha
8,colorectal adenocarcinoma epithelium,H0_source,30,cnn_final_fc128_gaussian5,0.0778,0.003788064413391092,0.07037539374975345,0.08522460625024654,5.329731919745655,13.25061112932299,140580.26923447713,34398.95234121761,3.2545910878528204e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,30,cnn_multilayer_gaussian15,0.121,0.004612136164512058,0.11196021311755636,0.13003978688244364,20.159267247975137,35.387589331135665,838255.4455465896,109435.54466181071,3.9119909380800476e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,30,cnn_multilayer_single_gaussian,0.0658,0.003506290347361439,0.058927670919171574,0.07267232908082842,3.3825442635348497,10.726890946068378,47.39497151160286,47.31494615492796,4.844779587624989e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,30,raw_pixel_gaussian5,0.0902,0.004051270418029386,0.0822595099806624,0.0981404900193376,5.393969708474367,11.95744537952592,3693842.504055601,46574.676822849025,1.4362821060771936e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,50,cnn_final_fc128_gaussian5,0.0662,0.003516178607522661,0.05930828992925558,0.07309171007074441,4.454233254593538,13.130282782247791,100878.82904043277,31272.29479356499,2.910732578468553e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,50,cnn_multilayer_gaussian15,0.084,0.003922856102382548,0.07631120203933021,0.0916887979606698,16.174337452148613,34.93132566412312,502126.63100542186,99882.31692091606,3.5849653019867735e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,50,cnn_multilayer_single_gaussian,0.0566,0.003267917991627085,0.05019488073641091,0.06300511926358908,3.147984001540721,10.650357077324296,42.98494545598956,42.91860776939541,4.5719020905061164e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,50,raw_pixel_gaussian5,0.076,0.003747639256918947,0.06865462705643886,0.08334537294356113,4.778282831104627,12.11391896891117,1334120.5208673803,44739.50336409321,9.729850643923379e-06,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,80,cnn_final_fc128_gaussian5,0.0528,0.003162662169755094,0.04660118214728001,0.05899881785271999,4.170114564102347,13.141476491591867,84659.6402403065,29518.510774355516,2.715827717651862e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,80,cnn_multilayer_gaussian15,0.0638,0.0034562858678066546,0.057025679699098955,0.07057432030090104,14.190906908026708,34.68452572442874,388606.9599129198,93930.20746130907,3.396317114760206e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,80,cnn_multilayer_single_gaussian,0.0462,0.002968688599365046,0.040381370345244506,0.05201862965475549,2.93104862731728,10.613438374011013,40.64610208111373,40.58687316540648,4.417467525927402e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,80,raw_pixel_gaussian5,0.0638,0.0034562858678066546,0.057025679699098955,0.07057432030090104,3.8696232352733584,12.279612998202245,612199.8959699981,42254.00933343698,7.065204090914432e-06,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,100,cnn_final_fc128_gaussian5,0.0518,0.003134222710657301,0.045656923487111686,0.05794307651288831,4.219194392960964,13.109700190245302,80644.18819365109,29047.730505747204,2.6500800296213763e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,100,cnn_multilayer_gaussian15,0.0642,0.0034663629354122743,0.057405928646591935,0.07099407135340804,14.41948629127371,34.53886944466338,360310.9461938279,92154.5842742929,3.331121314674108e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,100,cnn_multilayer_single_gaussian,0.0568,0.0032733395790843335,0.05038425442499471,0.0632157455750053,3.0938577471819175,10.599057394620875,39.81274718301271,39.75616518083312,4.360974921052696e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,100,raw_pixel_gaussian5,0.0628,0.0034309229079068507,0.05607539110050257,0.06952460889949742,4.04938149809157,12.370608215884817,461161.50754876423,40977.67122243131,6.1580699540976794e-06,5000,500,0.05
