"n","method","power","q_mean","t_kern","t_cov","t_sel","t_boot","t_stat","t_total","rep"
300,"NEW_13",0.735,4.7,0.0692214620113373,0.174294853210449,0.00499548435211182,0.633158152103424,0.400950536727905,1.28262048840523,5
300,"NEW_25",0.64,4,0.065341305732727,0.295223962068558,0.00505006074905396,0.622071334123611,0.331522160768509,1.31920882344246,5
400,"GEXP_5",0.855,5,0.174042402505875,0.776382977962494,0,1.11971178889275,0.773744801282883,2.843881970644,5
400,"GEXP_rich_13",0.9,13,0.174759300947189,3.75689926862717,0,1.89196190595627,1.79211052894592,7.61573100447655,5
400,"NEW_13",0.835,4.725,0.0762478482723236,0.221777012348175,0.00403990268707275,0.451237930059433,0.394484268426895,1.1477869617939,5
400,"NEW_25",0.825,4,0.127331799268723,0.529918740987778,0.00580077648162842,0.911096360683441,0.496797621250153,2.07094529867172,5
500,"GEXP_5",0.96,5,0.327975190877914,1.38541360974312,0,1.78691455841064,1.1309724843502,4.63127584338188,5
500,"GEXP_rich_13",0.965,13,0.346372563838959,7.70953074097633,0,3.25680200099945,2.73736647844315,14.0500717842579,5
500,"NEW_13",0.945,4.645,0.230449872016907,0.485279277563095,0.00541141510009766,1.3718041241169,0.820485957860947,2.91343064665794,5
500,"NEW_25",0.885,4,0.234899922609329,0.925959794521332,0.006102534532547,1.31991587758064,0.781355395317078,3.26823352456093,5
600,"GEXP_5",0.985,5,0.548949587345123,1.97741161108017,0,2.5979607462883,1.859381711483,6.98370365619659,5
600,"GEXP_rich_13",0.975,13,0.583948838710785,12.2070746481419,0,5.24108957648277,4.64686710238457,22.67898016572,5
600,"NEW_13",0.955,4.71,0.358958593606949,0.745141571760178,0.00578496932983398,1.98412407875061,1.21948966145515,4.31349887490273,5
600,"NEW_25",0.935,4,0.338758050203323,1.28172726154327,0.0063039219379425,1.83703503370285,1.00497625946999,4.46880052685738,5
700,"GEXP_5",0.995,5,0.793319091796875,2.82329473257065,0,3.41915185570717,2.55890408277512,9.59466976284981,5
700,"GEXP_rich_13",0.99,13,0.873288143873215,18.0213194012642,0,6.8113702583313,6.33121889233589,32.0371966958046,5
700,"NEW_13",0.98,4.615,0.517882833480835,1.03264888882637,0.00691509008407593,2.62957125067711,1.62995905518532,5.81697711825371,5
700,"NEW_25",0.985,4,0.469548652172089,1.80530301451683,0.00320411443710327,2.41846576213837,1.30228232741356,5.99880387067795,5
