train_label,train_label_name,test_label,test_label_name,representation,axis_method,repeat,train_source_n,train_external_n,test_source_n,test_external_n,auc,accuracy,effect_size
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,15,863,863,1577,741,0.6749289936220484,0.5470232959447799,0.7247587354372625
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,15,863,863,1577,741,0.5899840572603647,0.5793787748058671,0.2828925666883263
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,16,863,863,1577,741,0.6657552862205267,0.5729076790336497,0.6764731180710372
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,16,863,863,1577,741,0.5787830632138612,0.5841242450388265,0.2358862053193389
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,17,863,863,1577,741,0.6715804192692355,0.5918895599654875,0.7629437283624572
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,17,863,863,1577,741,0.5870796204207411,0.586281276962899,0.2703988033586945
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,18,863,863,1577,741,0.6798239195862932,0.6177739430543572,0.7428483203598727
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,18,863,863,1577,741,0.5762448900652686,0.5742018981880932,0.21506044095152038
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,19,863,863,1577,741,0.6826915589055562,0.5625539257981018,0.7346909616955903
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,19,863,863,1577,741,0.59511089317851,0.586281276962899,0.30065654787961243
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,20,863,863,1577,741,0.6577488303950941,0.5802415875754962,0.6419830338327126
